market,profile_key,title,address,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
LA_CA_L,google:cid:17122915448874936130,Los Angeles Christian Health Centers - Joshua House Clinic,"325 E 7th St, Los Angeles, CA 90014",include_dental_provider,Official clinic page matches the address and explicitly lists dental services and appointment access.,https://www.lachc.com/get-care,official_site_audit,2026-09-24
LA_CA_L,google:cid:8654275743702524094,Mark Wienberg DDS,"14431 1/2 Ventura Blvd, Sherman Oaks, CA 91423",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.shermanoakscosmetic.dentist/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:7141967122788574723,Medical Mission Adventures,"11540 Bonham Ave, Lake View Terrace, CA 91342",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=7141967122788574723,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:3700286960602092890,Miracle Mile Medical Group,"MIRACLE MILE GROUP, 5757 Wilshire Blvd Ste PR2, Los Angeles, CA 90036",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://rymaps.xyz/business/miracle-mile-medical-group-6wowe7,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:1411755430182435803,"OJG Health Products, Inc","10515 Balboa Blvd #175, Granada Hills, CA 91344",exclude_non_dentist_category,Dental supply store rather than a patient-facing practice.,https://www.google.com/maps?cid=1411755430182435803,category_identity_audit,2026-09-24
LA_CA_L,google:cid:11660717878363179238,ROADS Community Clinic - Compton,"121 S Long Beach Blvd, Compton, CA 90221",include_dental_provider,Official ROADS Compton location page matches the address and lists integrated dental care.,https://roadsfoundation.org/locations/roads-community-clinic-compton/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17876263272543066434,ROADS Community Clinic - Lynwood,"3737 Martin Luther King Jr Blvd Ste 402, Lynwood, CA 90262",exclude_non_dentist_category,Official ROADS dental service evidence identifies Compton for dental care and does not list dental at this Lynwood profile.,https://roadsfoundation.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:10021466510923515615,Saban Community Clinic,"8405 Beverly Blvd, Los Angeles, CA 90048",include_dental_provider,Official Saban location evidence matches 8405 Beverly Boulevard and lists dental clinic hours.,https://www.sabancommunityclinic.org/locations/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:6573524519892687095,Saban Community Clinic - Virgil,"137 Virgil Ave, Los Angeles, CA 90004",include_dental_provider,Official Saban Virgil location page matches the address and lists dental clinic hours.,https://www.sabancommunityclinic.org/locations/virgil-family-health-center/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17324357683997053402,Samaritana Medical Clinic - Alvarado,"510 S Alvarado St, Los Angeles, CA 90057",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://samaritanaclinics.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:3932807939064839266,Serenity Care Health Group - Atlantic Adult Clinic,"780 Atlantic Ave 2nd Floor, Long Beach, CA 90813",exclude_non_dentist_category,"Official Serenity Care evidence identifies adult, primary and mental-health care at this exact location and does not list patient dental services.",https://serenitycarehealthgroup.org/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:6241950912401221942,"Serenity Care Health Group, FQHC-LAL","1930 E Anaheim St, Long Beach, CA 90813",exclude_non_dentist_category,"Official Serenity Care evidence identifies adult, primary and mental-health care at this exact location and does not list patient dental services.",https://serenitycarehealthgroup.org/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:4950580691321672636,Shafaa Center Integrative Medicine & Dentistry,"5767 W Adams Blvd, Los Angeles, CA 90016",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.laholisticdental.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:6081313276054929227,South Coast Surgery Center,"2621 Zoe Ave Ste B, Huntington Park, CA 90255",include_dental_provider,Official contact page matches the exact suite and explicitly offers dental treatments and patient visits.,https://southcoastsurgerycenter.com/contact-us/,official_site_audit,2026-09-24
LA_CA_L,google:cid:6536021431568363245,Southern California Medical Center Woodland Hills,"20011 Ventura Blvd #1002, Woodland Hills, CA 91364",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://scmedcenter.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:12296415559448636876,Southern California Medical Center | Pico Rivera,"8825 Whittier Blvd, Pico Rivera, CA 90660",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://scmedcenter.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:15486739528170181669,Southern California Oral & Maxillofacial Surgical Arts,"10724 White Oak Ave, Granada Hills, CA 91344",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.droralsurgery.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:2699669743953774124,St. John’s Community Health - Leavey-OB Clinic,"3628 E Imperial Hwy #301, Lynwood, CA 90262",exclude_non_dentist_category,The exact St. John's Leavey OB clinic is a family-planning and obstetric clinic; St. John's dental clinics are listed at other locations.,https://sjch.org/find-a-clinic/,OpenAI official-site audit,2026-09-25
LA_CA_L,google:cid:4568586767535360321,St. John’s Community Health at Compton College,"1111 E Artesia Blvd, Compton, CA 90221",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://sjch.org/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:17012823065007518935,TC Clinic,"604 Rose Ave, Venice, CA 90291",exclude_non_dentist_category,The saved exact-location evidence is a family medical clinic and does not establish patient-facing dental services at 604 Rose Avenue.,http://tccliniic.com/family-clinic/venice-family-clinic-locations-hrs-directions.html,OpenAI official-site audit,2026-09-25
LA_CA_L,google:cid:14004486374216899848,To Help Everyone - La Brea Health Center,"3721 S La Brea Ave, Los Angeles, CA 90016",include_dental_provider,County and provider evidence match 3721 S La Brea Avenue and identify patient dental services at this exact health center.,https://ccalac.org/member-clinics/t-h-e-health-and-wellness-centers/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:10095274009169916734,To Help Everyone - Lennox Health Center,"10223 Firmona Ave, Lennox, CA 90304",include_dental_provider,Los Angeles County dental resources match 10223 Firmona Avenue and identify patient dental care at the Lennox center.,https://file.lacounty.gov/dhs/cms1_201024.pdf,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17977013904022740629,To Help Everyone - Western Health Center,"3834 S Western Ave, Los Angeles, CA 90062",include_dental_provider,"Patient dental directory evidence matches 3834 S Western Avenue and identifies dental exams, cleaning and fillings at this center.",https://aplahealth.org/wp-content/uploads/2024/10/Women_HIV_Directory.pdf,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:2631497679054442328,Torrance - Lomita Medical Center,"25043 Narbonne Ave, Lomita, CA 90717",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=2631497679054442328,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:15189357900660175276,UCLA School of Dentistry,"714 Tiverton Ave, Los Angeles, CA 90095",include_dental_provider,Official site confirms patient appointments and dental clinics at 714 Tiverton.,https://dentistry.ucla.edu/patient-care/resources-for-patients,official_site_audit,2026-09-24
LA_CA_L,google:cid:15156045830424764245,Ucla School Of Dentistry,"90095, 10833 Le Conte Ave, Los Angeles, CA 90024",include_dental_provider,Official UCLA PatientAccess identifies 10833 Le Conte Avenue as the UCLA School of Dentistry Dental Clinics address.,https://my.dentistry.ucla.edu/patientaccess/Default.aspx?id=13,targeted_profile_evidence_audit,2026-09-24
LA_CA_L,google:cid:5597868241142072050,Urgent Plus Advanced Medical Center,"2904 Theresa Dr #3, Newbury Park, CA 91320",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://theurgentplus.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:17820276821066351545,VCC: The Gary Center,"201 S Harbor Blvd, La Habra, CA 90631",include_dental_provider,VCC's official dental-services page lists The Gary Center as a dental location and its locations page confirms 201 S Harbor Boulevard.,https://www.vistacommunityclinic.org/health-services/dental/,OpenAI official-site audit,2026-09-25
LA_CA_L,google:cid:92410452455775698,Vantage Oncology,"5522 Sepulveda Blvd, Sherman Oaks, CA 91411",exclude_non_dentist_category,"The linked organization and exact profile are oncology and cancer-treatment services, not a dental provider.",https://usoncology.com/news/vantage-oncologys-50-centers-and-more-than-350-affiliated-physicians-join-the-us-oncology-network/,OpenAI official-site audit,2026-09-25
LA_CA_L,google:cid:2780829454184804647,VetCheck Animal Hospital,"15618 Whittwood Ln Ste A, Whittier, CA 90603",exclude_non_dentist_category,Animal hospital rather than a human dental provider.,https://www.vetcheck24.com/,category_identity_audit,2026-09-24
LA_CA_L,google:cid:3342886849513431181,Vistasol Medical Group,"1000 W Whittier Blvd, Montebello, CA 90640",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://vistasolmedicalgroup.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:15894421741168241952,"Vivienne Lago, DDS (Lyons Dental Place)","25846 McBean Pkwy, Santa Clarita, CA 91355",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://lyonsdentalplace.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:12666400545154698834,Wesley Health Centers - Weingart Clinic,"515 E 6th St, Los Angeles, CA 90021",include_dental_provider,Official JWCH Skid Row campus evidence matches 515 E 6th St and lists Dental Care.,https://jwchinstitute.org/locations/,official_and_authoritative_web_audit,2026-09-24
Macon_GA_M,google:cid:8002298691966476598,Ford and Ivey Family Dentistry,"1902 Forsyth St, Macon, GA 31201",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.fordandiveyfamilydentistry.com/,focused_title_evidence_audit,2026-09-24
Macon_GA_M,google:cid:1164194923902499357,Hudspeth Animal Hospital,"510 Pio Nono Ave, Macon, GA 31204",exclude_non_dentist_category,Animal hospital rather than a human dental provider.,https://www.hudspethanimalhospital.com/,category_identity_audit,2026-09-24
Macon_GA_M,google:cid:2901706586290473193,Macon Oral & Maxillofacial Surgery,"2060 Bowman Pk, Macon, GA 31210",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.maconoms.com/,focused_title_evidence_audit,2026-09-24
Macon_GA_M,google:cid:15348972201900678381,Meservey & Associates,"830 Mulberry St Ste 104, Macon, GA 31201",exclude_non_dentist_category,Insurance agency rather than a patient-facing dental practice.,https://meserveyinsurance.com/,category_identity_audit,2026-09-24
Macon_GA_M,google:cid:2483200121336417676,Navicent Health,"1014 Forsyth St, Macon, GA 31201",exclude_non_dentist_category,"The exact official page is for a pediatric autism and developmental medical center, not a dental provider.",http://childrenshospitalnh.org/services-centers/autism-developmental-center/,OpenAI official-site audit,2026-09-25
Modesto_CA_M,google:cid:17135547689108652897,A-Team Dental Staffing L.L.C,"931 10th St Ste 265, Modesto, CA 95354",exclude_non_dentist_category,Dental staffing agency rather than a patient-facing practice.,http://www.a-teamdentalstaffing.com/,category_identity_audit,2026-09-24
Modesto_CA_M,google:cid:13537947721777705517,Golden Valley Health Centers—Medical Clinic,"1717 Las Vegas St Ste 101, Modesto, CA 95358",include_dental_provider,Official location page matches 1717 Las Vegas St and lists weekday Dental Care.,https://www.gvhc.org/locations/modesto/modesto-hanshaw-school/,focused_title_evidence_audit,2026-09-24
Modesto_CA_M,google:cid:3193422547009580336,Grace Dental of Modesto,"3125 Coffee Rd #7, Modesto, CA 95355",include_dental_provider,CMS NPPES identifies an active dentist organization at this Coffee Road practice; current provider listings place Grace Dental in Suite 7.,https://npiregistry.cms.hhs.gov/provider-view/1588038327,official_registry_audit,2026-09-24
Modesto_CA_M,google:cid:15300263323432157318,Health Plan of San Joaquin,"1025 J St, Modesto, CA 95354",exclude_non_dentist_category,Health insurance office rather than a patient-facing dental provider.,http://www.hpsj.com/,category_identity_audit,2026-09-24
Modesto_CA_M,google:cid:3859868203878199545,Standiford Family Dental,"2000 Standiford Ave # A, Modesto, CA 95350",include_dental_provider,NPPES-derived record and established business listing identify a general dental practice at the exact suite.,https://npiprofile.com/npi/1790854131,official_registry_audit,2026-09-24
Modesto_CA_M,google:cid:1196518838397738143,Walls Dental Implant and Oral Surgical Arts,"1316 Coffee Rd Bldg E, Modesto, CA 95355",include_dental_provider,"Official practice site matches the address and lists oral surgery, dental implants, and appointment scheduling.",https://www.wallsoralsurgerymodesto.com/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:6634882456670101173,3CK Complete Health & Family Dentistry,"139 Centre St, New York, NY 10013",include_dental_provider,Current profile evidence identifies a patient-facing family dental practice at the exact address.,https://reviews.birdeye.com/3ck-complete-health-family-dentistry-169131104559733,profile_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15663490496687216379,Advantage Care Health Centers,"230 Hanse Ave, Freeport, NY 11520",include_dental_provider,Official Advantage Care dental page lists this exact location as a patient dental site.,https://www.advantagecaredtc.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:15902478855329350188,"Advantage Care Health Centers, Brookville, Freeport","189 Wheatley Rd, Glen Head, NY 11545",include_dental_provider,Official Advantage Care dental page lists this exact location as a patient dental site.,https://www.advantagecaredtc.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:5387079785170282649,Ahava Medical,"16 Sumner Pl, Brooklyn, NY 11206",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://ahavamedical.com/location/williamsburg-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:18324274402083215110,Apicha Community Health Center - Jackson Heights-Queens,"82-11 37th Ave, Jackson Heights, NY 11372",include_dental_provider,The exact Apicha Jackson Heights clinic page lists dental hours and patient dental services at 82-11 37th Avenue.,https://www.apicha.org/locations/jackson-heights-clinic/,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:15683005696867321391,Boston Road Medical Center,"1262 Boston Rd, Bronx, NY 10456",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.bostonroadmedicalcenter.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:16423535341868293306,BronxCare - Ogden Family Medical and Dental,"1067 Ogden Ave, Bronx, NY 10451",include_dental_provider,Official BronxCare location evidence matches this Medical and Dental practice and lists patient dental services.,https://www.mlkhealthcenter.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:6226833835766794545,BronxCare Third Avenue Medical and Dental Practice,"2739 3rd Ave, Bronx, NY 10451",include_dental_provider,Official BronxCare location evidence matches this Medical and Dental practice and lists patient dental services.,https://www.mlkhealthcenter.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:4889158453415494831,Brookdale Family Care Center - New Lots,"465 New Lots Ave, Brooklyn, NY 11207",include_dental_provider,One Brooklyn Health's exact New Lots page lists adult and pediatric dental services at 465 New Lots Avenue.,https://onebrooklynhealth.org/services/bfcc-new-lots,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:15999846683421955017,Carroll Gardens Veterinary Group,"455 Court St, Brooklyn, NY 11231",exclude_non_dentist_category,Veterinary provider rather than a human dental provider.,http://thegardenvet.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:9088123712092137469,Center for Hemifacial Microsomia and Ear Deformities,"1991 Marcus Ave #102, North New Hyde Park, NY 11042",exclude_non_dentist_category,The exact Northwell center is a pediatric craniofacial and ear-deformity medical service; it is not presented as a patient dental clinic.,https://pediatrics.northwell.edu/departments-services/center-for-hemifacial-microsomia-ear-deformities,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:3675758136041550130,"Century Medical & Dental Center | Brooklyn, Downtown","200 Livingston St, Brooklyn, NY 11201",include_dental_provider,The exact Downtown Brooklyn location page lists dentistry and patient dental appointments at 200 Livingston Street.,https://www.centurymedicaldental.com/downtown-brooklyn-ny-11201/,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:11156333151333039142,"Century Medical & Dental Center | Brooklyn, Gravesend","260 Avenue X, Brooklyn, NY 11223",include_dental_provider,Official Century Medical and Dental Gravesend page matches 260 Avenue X and lists dentistry.,https://www.centurymedicaldental.com/gravesend-brooklyn-ny-11223/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:8026919671469686565,Century Medical & Dental Center | South Bronx,"425 Westchester Ave, Bronx, NY 10455",include_dental_provider,Official Century Medical and Dental Bronx page matches 425 Westchester Avenue and lists dentistry.,https://www.centurymedicaldental.com/bronx-ny-10455/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:11995089308409799053,Charles B. Wang Community Health Center,"125 Walker St 2nd fl, New York, NY 10013",include_dental_provider,Official provider page matches the second-floor address and lists comprehensive dental services for patients.,https://www.cbwchc.org/doctors/gain-lu,official_site_audit,2026-09-24
NYC_NY_L,google:cid:14802067086695398071,Children's Aid - Dunlevy Milbank Center,"14-32 W 118th St, New York, NY 10026",include_dental_provider,Children's Aid lists dental services and dental hours at the exact Dunlevy Milbank address.,https://www.childrensaidnyc.org/programs/location/dunlevy-milbank-community-center,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:17004471597383832894,Clinton Hill Dental,"136 St James Pl, Brooklyn, NY 11238",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.clintonhilldental.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15412192422553827058,Columbia University College of Dental Medicine,"622 W 168th St, New York, NY 10032",include_dental_provider,Official site confirms patient appointments and teaching clinics at the exact address.,https://www.dental.columbia.edu/about-us/contact-us,official_site_audit,2026-09-24
NYC_NY_L,google:cid:12688400926869408311,ColumbiaDoctors - Midtown,"51 W 51st St, New York, NY 10019",include_dental_provider,Columbia's dentistry location directory and dentist profiles identify patient dentistry at 51 West 51st Street.,https://www.columbiadoctors.org/specialties/dentistry/our-locations,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:18215599179706511684,ColumbiaDoctors - Pediatrics,"3959 Broadway, New York, NY 10032",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.columbiadoctors.org/childrens-health/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:7797290965946195780,Community Healthcare Network – Lower East Side / Catherine M. Abate,"255 E Houston St, New York, NY 10002",exclude_non_dentist_category,The exact CHN Lower East Side page lists its available services and does not include dental care.,https://www.chnnyc.org/center/chn-lower-east-side/,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:12592558756776222246,Community Healthcare Network – Williamsburg,"94-98 Manhattan Ave, Brooklyn, NY 11206",include_dental_provider,Official CHN Williamsburg page matches the exact center and lists Dental Care.,https://www.chnnyc.org/center/chn-williamsburg/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:162871782998748986,Community Healthcare Network- Sutphin Boulevard,"97-04 Sutphin Blvd, Jamaica, NY 11435",include_dental_provider,CHN dental materials list Sutphin Boulevard at 97-04 Sutphin Blvd as a location where patients can receive dental care.,https://www.chnnyc.org/service/dental-care/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:425119728771502051,DC 37 Health Center,"115 Chambers St, New York, NY 10007",exclude_non_dentist_category,Dental insurance/benefit office rather than a patient-facing practice.,http://www.dc37.net/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:18233353287968621355,DR. MICHAEL ZEMELMAN,"250 S End Ave, New York, NY 10280",include_dental_provider,Official practice page matches the address and provides dental appointment scheduling.,https://drmichaelzemelman.com/locationhours-battery-park-dental-center/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:17978388638694044920,"Daria Vasilyeva, DDS, PhD","1244 Amsterdam Ave, New York, NY 10027",include_dental_provider,Exact-address provider evidence identifies Daria Vasilyeva DDS at Columbia Dental Morningside Associates and lists oral surgery and dentistry.,https://www.dentalplans.com/dentists/new-york/new-york/10027/dr-daria-vasilyeva-223682/,targeted_profile_evidence_audit,2026-09-24
NYC_NY_L,google:cid:10495702058127544915,"Daria Vasilyeva, DDS, PhD","51 W 51st St, New York, NY 10019",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/daria-vasilyeva-dds-phd-51-west-51st-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:14451968844571406591,"Daria Vasilyeva, DDS, PhD","622 W 168th St, New York, NY 10032",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/daria-vasilyeva-dds-phd-622-west-168th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15450182623930209060,"Darryl Wu, DDS/","41 Elizabeth St #303, New York, NY 10013",include_dental_provider,Official practice appointment page identifies the exact address as a patient-facing dental office.,https://www.darrylwudental.com/contact-us/appointment-request/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:14729043579708094485,Dr. Donald Tanenbaum,"630 5th Ave Ste. 1857, New York, NY 10111",include_dental_provider,Official NYTMJ site identifies Donald Tanenbaum DDS and patient TMJ/orofacial pain treatment at the exact 630 Fifth Avenue office.,https://www.nytmj.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:3709896841534179427,"Dr. Kamran Foroughi, DDS","225 Broadway, New York, NY 10007",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.manhattan-dental-specialty.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:295538574977635025,Dr. Lawrence Weiss,"9323 Avenue L, Brooklyn, NY 11236",include_dental_provider,The official practice page identifies Lawrence Weiss as a dentist providing patient care at the exact Brooklyn practice.,https://newyorkfamilydentistry.com/about_us/doctor_weiss/,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:14098049555746310178,Dr. Nai Yan Lam,"198 Canal St Ste 402, New York, NY 10013",include_dental_provider,NPPES-derived provider record identifies an active dentist at the exact suite.,https://npiprofile.com/npi/1790935880,official_registry_audit,2026-09-24
NYC_NY_L,google:cid:18309720280738893048,"Dr. Nojan Bakhtiari, DDS - TMJ & Orofacial Pain Specialist","41 Park Ave #1B, New York, NY 10016",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.doctortmj.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:12561385290095799208,Dr. Oleg Zusin,"543A Hempstead Tpke # Nassau, 543 Hempstead Turnpike, West Hempstead, NY 11552",include_dental_provider,The official dental-practice site confirms patient dental services and the exact 543A Hempstead Turnpike address.,https://www.csdentalny.com/,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:17274019314189391120,East Broadway Dental Center,"17 E Broadway Ste 701, New York, NY 10002",include_dental_provider,NPPES-derived organization record identifies an active dental practice at Suites 701-702.,https://npiprofile.com/npi/1730199175,official_registry_audit,2026-09-24
NYC_NY_L,google:cid:13229558951120245285,Efficient Medical Care PC,"168-40 Highland Ave, Jamaica, NY 11432",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.efficientmedicalcarepc.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:2554296775765797210,"Elizabeth Marie Philipone, DMD","622 W 168th St, New York, NY 10032",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/elizabeth-marie-philipone-dmd-622-west-168th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:7149865794800718825,Emergency Dentist,"2200 85th St, Brooklyn, NY 11214",include_dental_provider,Official New Leaf Dental page matches 2200 85th St and offers patient appointments.,https://www.newleafdentalny.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:2393560917753722612,Epel Lidia M DDS,"165 N Village Ave Apartment 102, Rockville Centre, NY 11570",include_dental_provider,Provider evidence identifies Lidia Epel DDS as a patient-facing dental and oral-surgery provider at the exact address.,https://www.healthgrades.com/dentist/dr-lidia-epel-xymgb,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:3393784019642761753,Ezra Medical Center - 13th Avenue,"3710 13th Ave, Brooklyn, NY 11218",include_dental_provider,Official dental page and provider list match 3710 13th Ave and offer general and pediatric dentistry.,https://www.ezramedical.org/dental,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:86366606213307897,"Fabysmiles – Dental, Medical, Medspa & Aesthetic Recruitment","211 E 43rd St, New York, NY 10017",exclude_non_dentist_category,Healthcare recruitment agency rather than a patient-facing practice.,https://www.fabysmiles.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:17106224640588947992,Family Health Center of Harlem,"1824 Madison Ave, New York, NY 10035",include_dental_provider,Official Institute location page identifies Family Health Center of Harlem as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:6100373059996867428,First Medcare Medical Clinic,"8707 Flatlands Ave, Brooklyn, NY 11236",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.firstmedcare.com/?utm_campaign=gmb,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:13427374556145665831,"Flushing Dental Implant, Oral & Facial Surgery","134-43 Maple Ave, Flushing, NY 11355",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://flushingoralsurgery.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:3392797540311704278,Geld Rejuvenation Dentistry,"635 Madison Ave #19, New York, NY 10022",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.gelbcenter.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:13439767516404994175,Grand Central Oral & Maxillofacial Surgery,"Corner of, 353 Lexington Ave, E 40th St #700, New York, NY 10016",include_dental_provider,Official practice contact page matches Suite 700 and lists oral-surgery and dental-implant services.,https://www.grandcentraloms.com/contact-us/contact-information/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:16663843916775862898,Hammer Health Sciences Building - Columbia University Irving Medical Center,"701 W 168th St, New York, NY 10032",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.cumc.columbia.edu/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:6683947002764799178,Head & Neck Surgical Group,"425 W 59th St #1, New York, NY 10019",exclude_non_dentist_category,The exact Head and Neck Surgical Group is an otolaryngology practice; the record does not establish patient dental care.,https://www.superdoctors.com/new-york-metro/hospital-clinic/Head-and-Neck-Surgical-Group/c8bd9019-fa74-4f4c-985a-8a1ec915098f.html,OpenAI official-site audit,2026-09-25
NYC_NY_L,google:cid:5939245230968736679,Integrative Dental Wellness and Airway Health at Central Park South,"116 Central Park S Suite 8, New York, NY 10019",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://dentalwellnessairway.com/,focused_title_evidence_audit,2026-09-24
